Trait	nSNP	overall_p	mscomp	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	URL	Population	Retrieval_date	Public	Notes
BCA1_Traglia_30134952_3	369	0.733768798211928	PC12 (1e-01)	Traglia	2018	30134952	BCA1	B cell-attracting chemokine 1 (BCA1, CXCL13) levels	BMK	790	0	790	https://zenodo.org/record/1321338/files/Table3.csv.gz?download=1	Trans-ethnic (North America)	2019-10-18T00:00:00Z	Y	Summary statistics for each neonatal cytokine and chemokine GWAS with maternal genetics.
BEHD_Sakaue_doi1011012020102320213652_1	1560	0.845249002468599	PC1 (2e-01)	Sakaue	2021	doi1011012020102320213652	BEHD	Behçet's disease	IMD	171966	78	172044	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.BD.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BETAB_Sakaue_doi1011012020102320213652_1	1560	0.807554206564271	PC14 (1e-01)	Sakaue	2021	doi1011012020102320213652	BETAB	Beta blocking agents	OTH	158359	20367	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.C07.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BIGHEART_Sakaue_doi1011012020102320213652_1	1560	0.2301357634304	PC14 (6e-02)	Sakaue	2021	doi1011012020102320213652	BIGHEART	Cardiomegaly	OTH	177983	743	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.Car.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BILD_SinnottArmstrong_33462484_1	1640	1.38281003526101e-162	PC7 (2e-88)	SinnottArmstrong	2021	33462484	BILD	Direct bilirubin levels	BMK	308695	0	308695	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90019001-GCST90020000/GCST90019505/GCST90019505_buildGRCh37.tsv	Trans-ethnic	2021-11-05T00:00:00Z	Y	umol/L
BIL_Sakaue_doi1011012020102320213652_1	1562	2.89526759161117e-09	PC7 (5e-06)	Sakaue	2021	doi1011012020102320213652	BIL	Total Bilirubin levels	BMK	124341	0	124341	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.TBil.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BIL_SinnottArmstrong_33462484_1	1640	0	PC7 (2e-190)	SinnottArmstrong	2021	33462484	BIL	Total Bilirubin levels	BMK	361681	0	361681	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90019001-GCST90020000/GCST90019521/GCST90019521_buildGRCh37.tsv	Trans-ethnic	2021-11-05T00:00:00Z	Y	umol/L
BKPYVIGG_ButlerLaporte_33204752_1	1659	0.383172982515681	PC9 (8e-02)	ButlerLaporte	2020	33204752	BKPYVIGG	Anti-BK polyomavirus IgG seropositivity	BMK	8735	0	8735	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006884/GCST90006884_buildGRCh37.csv	European (UK)	2021-06-18T00:00:00Z	Y	
BKPYVVP1_ButlerLaporte_33204752_1	1659	0.194037505783998	PC7 (4e-02)	ButlerLaporte	2020	33204752	BKPYVVP1	BK polyomavirus VP1 antibody levels	BMK	8555	0	8555	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006885/GCST90006885_buildGRCh37.csv	European (UK)	2021-06-18T00:00:00Z	Y	
BMG_Tian_28928442_1	1661	0.551680346315163	PC8 (6e-02)	Tian	2017	28928442	BMG	Bacterial Meningitis	INF	82778	842	83620	-	European	2017-03-22T00:00:00Z	N	23andMe data
BMI_Sakaue_doi1011012020102320213652_1	1562	0.374591708739706	PC9 (7e-02)	Sakaue	2021	doi1011012020102320213652	BMI	Body mass index	OTH	163835	0	163835	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.BMI.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BONED_Sakaue_doi1011012020102320213652_1	1560	0.14990277102269	PC3 (3e-03)	Sakaue	2021	doi1011012020102320213652	BONED	Drugs affecting bone structure and mineralization	OTH	172583	6143	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.M05B.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BPAIN_Sakaue_doi1011012020102320213652_1	1560	0.849571610558961	PC7 (9e-02)	Sakaue	2021	doi1011012020102320213652	BPAIN	Back pain	OTH	176994	1732	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.BP.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BPD_Hou_27329760_1	1661	0.079842805479746	PC11 (4e-02)	Hou	2016	27329760	BPD	Bipolar Disorder	PSD	27303	7647	34950	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HouL_27329760_GCST003724/harmonised/27329760-GCST003724-EFO_0000289.h.tsv.gz	European	2019-10-30T00:00:00Z	Y	Harmonized
BPD_PGCBDWG_21926972_1	1660	9.80786211824148e-05	PC11 (2e-03)	PGCBDWG	2011	21926972	BPD	Bipolar Disorder	PSD	9250	7481	16731	https://atlas.ctglab.nl/traitDB/5	European	2019-10-24T00:00:00Z	Y	hg18. Note: Terms for data sharing apply. See https://www.med.unc.edu/pgc/results-and-downloads/
BPD_Ruderfer_29906448_1	1658	0.0546767560585005	PC8 (9e-03)	Ruderfer	2018	29906448	BPD	Bipolar Disorder	PSD	21524	20129	41653	https://www.med.unc.edu/pgc/results-and-downloads/	European	2018-12-13T00:00:00Z	N	The site noted: Reposting or public distribution of PGC results files is prohibited.
BRCA_Sakaue_doi1011012020102320213652_1	1560	0.605639439625614	PC11 (7e-02)	Sakaue	2021	doi1011012020102320213652	BRCA	Breast cancer	CAN	73225	6325	79550	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.BC.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BRON_Sakaue_doi1011012020102320213652_1	1560	0.0817347104940667	PC4 (4e-02)	Sakaue	2021	doi1011012020102320213652	BRON	Bronchitis	INF	170000	1465	171465	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.Br.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BRTASIS_Sakaue_doi1011012020102320213652_1	1560	0.695837647865082	PC1 (2e-01)	Sakaue	2021	doi1011012020102320213652	BRTASIS	Bronchiectasis	OTH	161803	241	162044	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.Bro.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BRTUM_Sakaue_doi1011012020102320213652_1	1560	0.989321289333157	PC5 (2e-01)	Sakaue	2021	doi1011012020102320213652	BRTUM	Brain tumor	CAN	178321	405	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.BT.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BSC_Kuiper_24957906_1	1650	0.979987139065535	PC7 (2e-01)	Kuiper	2014	24957906	BSC	Birdshot Corioretinopathy	IMD	693	117	810	http://cmm.umcutrecht.nl/publications/koeleman/birdshot	European	2019-10-10T00:00:00Z	N	Plink format. Link does not work and it's not available at GWAS catalog, so I suspect data might not be public
BUN_Sakaue_doi1011012020102320213652_1	1562	0.805288396641647	PC1 (3e-01)	Sakaue	2021	doi1011012020102320213652	BUN	Blood urea nitrogen levels	BMK	148767	0	148767	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.BUN.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
BW_Sakaue_doi1011012020102320213652_1	1562	0.565502847979688	PC4 (3e-01)	Sakaue	2021	doi1011012020102320213652	BW	Body weight	OTH	165419	0	165419	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.BW.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
CA125_Folkersen_33067605_1	1661	0.971896056998897	PC8 (2e-01)	Folkersen	2020	33067605	CA125	Ovarian cancer-related tumor marker CA 125 (MUC16, CA-125) levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012078/GCST90012078_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
CALCBLOCK_Sakaue_doi1011012020102320213652_1	1560	0.498105085755606	PC3 (2e-02)	Sakaue	2021	doi1011012020102320213652	CALCBLOCK	Calcium channel blockers	OTH	129399	49327	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.C08.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
CALC_Sakaue_doi1011012020102320213652_1	1561	0.000663444577549491	PC10 (3e-02)	Sakaue	2021	doi1011012020102320213652	CALC	Calcium levels	BMK	83980	0	83980	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.Ca.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
CALC_SinnottArmstrong_33462484_1	1640	1.54207286794154e-107	PC8 (2e-46)	SinnottArmstrong	2021	33462484	CALC	Calcium levels	BMK	332355	0	332355	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90019001-GCST90020000/GCST90019500/GCST90019500_buildGRCh37.tsv	Trans-ethnic	2021-11-05T00:00:00Z	Y	mmol/L
CASP8_Folkersen_33067605_1	1661	0.00435814254797157	PC6 (1e-03)	Folkersen	2020	33067605	CASP8	Caspase 8 levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012072/GCST90012072_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
CASP8_Hoglund_31727947_1	1660	0.275272191284807	PC5 (1e-02)	Hoglund	2020	31727947	CASP8	Caspase 8 levels	BMK	871	0	871	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CASP-8.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	This is one of the few cases in which Hoglund_1 (INF) has bigger N than Hoglund_2 (ONC_CVD)
CASP8_Hoglund_31727947_2	1660	0.372900138698918	PC10 (4e-02)	Hoglund	2020	31727947	CASP8	Caspase 8 levels	BMK	797	0	797	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CASP-8.ONC_CVD.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	This is one of the few cases in which Hoglund_1 (INF) has bigger N than Hoglund_2 (ONC_CVD)
CATAR_Sakaue_doi1011012020102320213652_1	1560	0.360840063386775	PC13 (1e-02)	Sakaue	2021	doi1011012020102320213652	CATAR	Cataract	OTH	140532	38194	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.Cat.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
CCL19_Enroth_25147954_1	849	0.919560135237942	PC12 (2e-01)	Enroth	2014	25147954	CCL19	Chemokine (C-C motif) ligand 19 (CCL19) levels	BMK	970	0	970	https://figshare.com/articles/Strong_effects_of_genetic_and_lifestyle_factors_on_biomarker_variation_and_use_of_personalized_cutoffs/9696176	European (Sweden)	2019-10-21T00:00:00Z	Y	
CCL19_Hoglund_31727947_1	1660	0.100062208226798	PC4 (2e-02)	Hoglund	2020	31727947	CCL19	Chemokine (C-C motif) ligand 19 (CCL19) levels	BMK	871	0	871	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CCL19.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CCL20_Folkersen_33067605_1	1661	0.169723816822248	PC1 (1e-02)	Folkersen	2020	33067605	CCL20	Chemokine (C-C motif) ligand 20 (CCL20, LARC, MIP3A) levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012077/GCST90012077_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
CCL20_Hoglund_31727947_1	1660	0.475026496792504	PC2 (6e-02)	Hoglund	2020	31727947	CCL20	Chemokine (C-C motif) ligand 20 (CCL20, LARC, MIP3A) levels	BMK	871	0	871	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CCL20.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CCL20_Hoglund_31727947_2	1660	0.156401364908123	PC8 (2e-02)	Hoglund	2020	31727947	CCL20	Chemokine (C-C motif) ligand 20 (CCL20, LARC, MIP3A) levels	BMK	936	0	936	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CCL20.ONC_CVD.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CCL20_Traglia_30134952_2	366	0.757111703449881	PC5 (2e-01)	Traglia	2018	30134952	CCL20	Chemokine (C-C motif) ligand 20 (CCL20, LARC, MIP3A) levels	BMK	790	0	790	https://zenodo.org/record/1321338/files/Table2.csv.gz?download=1	Trans-ethnic (North America)	2019-10-18T00:00:00Z	Y	Summary statistics for each neonatal cytokine and chemokine GWAS with fetal genetics.
CCL20_Traglia_30134952_3	369	0.14521448461702	PC10 (2e-02)	Traglia	2018	30134952	CCL20	Chemokine (C-C motif) ligand 20 (CCL20, LARC, MIP3A) levels	BMK	790	0	790	https://zenodo.org/record/1321338/files/Table3.csv.gz?download=1	Trans-ethnic (North America)	2019-10-18T00:00:00Z	Y	Summary statistics for each neonatal cytokine and chemokine GWAS with maternal genetics.
CCL21_Traglia_30134952_2	366	0.489093518646521	PC2 (3e-02)	Traglia	2018	30134952	CCL21	C-C Motif Chemokine Ligand 21 (CCL21) levels	BMK	790	0	790	https://zenodo.org/record/1321338/files/Table2.csv.gz?download=1	Trans-ethnic (North America)	2019-10-18T00:00:00Z	Y	Summary statistics for each neonatal cytokine and chemokine GWAS with fetal genetics.
CCL21_Traglia_30134952_3	369	0.943607684225454	PC3 (2e-01)	Traglia	2018	30134952	CCL21	C-C Motif Chemokine Ligand 21 (CCL21) levels	BMK	790	0	790	https://zenodo.org/record/1321338/files/Table3.csv.gz?download=1	Trans-ethnic (North America)	2019-10-18T00:00:00Z	Y	Summary statistics for each neonatal cytokine and chemokine GWAS with maternal genetics.
CCL23_Hoglund_31727947_1	1660	0.203327265331305	PC10 (2e-02)	Hoglund	2020	31727947	CCL23	Chemokine (C-C motif) ligand 23 (CCL23, MPIF-1) levels	BMK	871	0	871	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CCL23.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CCL23_Traglia_30134952_2	366	0.943314371398347	PC7 (9e-02)	Traglia	2018	30134952	CCL23	Chemokine (C-C motif) ligand 23 (CCL23, MPIF-1) levels	BMK	790	0	790	https://zenodo.org/record/1321338/files/Table2.csv.gz?download=1	Trans-ethnic (North America)	2019-10-18T00:00:00Z	Y	Summary statistics for each neonatal cytokine and chemokine GWAS with fetal genetics.
CCL23_Traglia_30134952_3	369	0.62637327827897	PC10 (8e-02)	Traglia	2018	30134952	CCL23	Chemokine (C-C motif) ligand 23 (CCL23, MPIF-1) levels	BMK	790	0	790	https://zenodo.org/record/1321338/files/Table3.csv.gz?download=1	Trans-ethnic (North America)	2019-10-18T00:00:00Z	Y	Summary statistics for each neonatal cytokine and chemokine GWAS with maternal genetics.
CCL25_Hoglund_31727947_1	1660	0.292260259716305	PC1 (6e-02)	Hoglund	2020	31727947	CCL25	Chemokine (C-C motif) ligand 25 (CCL25, TECK) levels	BMK	871	0	871	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CCL25.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CCL25_Traglia_30134952_2	366	0.955420159124089	PC9 (1e-01)	Traglia	2018	30134952	CCL25	Chemokine (C-C motif) ligand 25 (CCL25, TECK) levels	BMK	790	0	790	https://zenodo.org/record/1321338/files/Table2.csv.gz?download=1	Trans-ethnic (North America)	2019-10-18T00:00:00Z	Y	Summary statistics for each neonatal cytokine and chemokine GWAS with fetal genetics.
CCL25_Traglia_30134952_3	369	0.245969621035142	PC1 (5e-02)	Traglia	2018	30134952	CCL25	Chemokine (C-C motif) ligand 25 (CCL25, TECK) levels	BMK	790	0	790	https://zenodo.org/record/1321338/files/Table3.csv.gz?download=1	Trans-ethnic (North America)	2019-10-18T00:00:00Z	Y	Summary statistics for each neonatal cytokine and chemokine GWAS with maternal genetics.
CCL28_Hoglund_31727947_1	1660	0.715198106271009	PC13 (1e-01)	Hoglund	2020	31727947	CCL28	Chemokine (C-C motif) ligand 28 (CCL28, MEC, CCK1, SCYA28) levels	BMK	533	0	533	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CCL28.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CD244_Hoglund_31727947_1	1660	0.092470211176177	PC2 (4e-02)	Hoglund	2020	31727947	CD244	Cluster of differentiation 244 (CD244, 2B4, NAIL, NKR2B4, Nmrk, SLAMF4) levels	BMK	871	0	871	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CD244.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CD3TC_Ferreira_20045101_1	1645	2.91234004582893e-07	PC8 (1e-07)	Ferreira	2010	20045101	CD3TC	CD3+ T-lymphocyte count	BMK	2538	0	2538	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/FerreiraMA_20045101_GCST008636/CD3.assoc.gz	European (Australian)	2019-10-31T00:00:00Z	Y	hg18. Twins!
CD40L_Enroth_25147954_1	849	0.156020024684843	PC7 (3e-03)	Enroth	2014	25147954	CD40L	CD40 ligand (CD154) levels	BMK	970	0	970	https://figshare.com/articles/Strong_effects_of_genetic_and_lifestyle_factors_on_biomarker_variation_and_use_of_personalized_cutoffs/9696176	European (Sweden)	2019-10-21T00:00:00Z	Y	
CD40L_Folkersen_33067605_1	1661	2.57446356170337e-05	PC8 (7e-05)	Folkersen	2020	33067605	CD40L	CD40 ligand (CD154) levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011997/GCST90011997_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
CD40_Folkersen_33067605_1	1661	0.0193823400751721	PC3 (7e-04)	Folkersen	2020	33067605	CD40	Cluster of differentiation 40 (CD40) levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012065/GCST90012065_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
CD40_Hoglund_31727947_1	1660	0.0824582496187129	PC14 (1e-02)	Hoglund	2020	31727947	CD40	Cluster of differentiation 40 (CD40) levels	BMK	871	0	871	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CD40.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CD40_Hoglund_31727947_2	1660	0.055813721101557	PC3 (3e-02)	Hoglund	2020	31727947	CD40	Cluster of differentiation 40 (CD40) levels	BMK	936	0	936	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CD40.ONC_CVD.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CD4CD8_Ferreira_20045101_1	1645	0.884098873675935	PC14 (2e-01)	Ferreira	2010	20045101	CD4CD8	CD4:CD8 lymphocyte ratio	BMK	2538	0	2538	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/FerreiraMA_20045101_GCST000553/harmonised/20045101-GCST000553-EFO_0004839.h.tsv.gz	European (Australian)	2019-10-31T00:00:00Z	Y	Harmonized. Twins!
CD4TC_Ferreira_20045101_1	1645	1.13022465547631e-05	PC8 (3e-06)	Ferreira	2010	20045101	CD4TC	CD4+ T-lymphocyte count	BMK	2538	0	2538	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/FerreiraMA_20045101_GCST008637/CD4.assoc.gz	European (Australian)	2019-10-31T00:00:00Z	Y	hg18. Twins!
CD5_Hoglund_31727947_1	1660	0.479304409087502	PC6 (2e-02)	Hoglund	2020	31727947	CD5	Cluster of differentiation 5 (CD5) levels	BMK	871	0	871	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CD5.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CD6_Hoglund_31727947_1	1660	0.225110078301537	PC1 (6e-02)	Hoglund	2020	31727947	CD6	Cluster of differentiation 6 (CD6) levels	BMK	871	0	871	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CD6.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CD8TC_Ferreira_20045101_1	1645	0.000944278056701743	PC8 (2e-05)	Ferreira	2010	20045101	CD8TC	CD8+ T-lymphocyte count	BMK	2538	0	2538	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/FerreiraMA_20045101_GCST008638/CD8.assoc.gz	European (Australian)	2019-10-31T00:00:00Z	Y	hg18. Twins!
CDCP1_Hoglund_31727947_1	1660	0.130289243701421	PC4 (7e-03)	Hoglund	2020	31727947	CDCP1	CUB domain-containing protein 1 (CDCP1, CD318) levels	BMK	871	0	871	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_CDCP1.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
CDP_Lee_28067912_1	1646	0.871371734479474	PC1 (9e-02)	Lee	2017	28067912	CDP	Poor Crohn's Disease Prognosis	IMD	972	1762	2734	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/LeeJC_28067912_GCST004053	European	2020-02-07T00:00:00Z	Y	All patients. Here controls are those with good prognosis, versus those with bad (cases)
CD_Brant_27693347_1	1651	0.00157824726871969	PC9 (4e-05)	Brant	2017	27693347	CD	Crohn's Disease	IMD	5002	1646	6648	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2QZBFR	African (African Americans)	2019-10-21T00:00:00Z	Y	Sumstats from the Meta-analysis
CD_DeLange_28067908_1	1661	9.76132313193372e-33	PC2 (3e-17)	DeLange	2017	28067908	CD	Crohn's Disease	IMD	28072	12194	40266	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/deLangeKM_28067908_GCST004132/harmonised/28067908-GCST004132-EFO_0000384.h.tsv.gz	European	2019-10-09T00:00:00Z	Y	Harmonized
CD_Liu_26192919_1	1656	9.43247009631777e-16	PC2 (2e-08)	Liu	2015	26192919	CD	Crohn's Disease	IMD	14957	5956	20913	https://atlas.ctglab.nl/traitDB/67	European	2019-10-24T00:00:00Z	Y	hg19
CD_Liu_26192919_2	237	1.02124312526637e-94	PC2 (2e-36)	Liu	2015	26192919	CD	Crohn's Disease	IMD	41642	20550	62192	https://atlas.ctglab.nl/traitDB/67	European	2020-01-03T00:00:00Z	Y	hg19. Trans-ethnic meta-analyses. Files 2-5 were splitted in order to have one file per ancestry
CD_Liu_26192919_3	228	0.580333267635753	PC6 (4e-02)	Liu	2015	26192919	CD	Crohn's Disease	IMD	3719	1690	5409	https://atlas.ctglab.nl/traitDB/67	East Asian (China + Korea + Japan)	2020-01-03T00:00:00Z	Y	hg19. Trans-ethnic meta-analyses. Files 2-5 were splitted in order to have one file per ancestry
CD_Liu_26192919_4	237	0.328535825784236	PC2 (1e-02)	Liu	2015	26192919	CD	Crohn's Disease	IMD	990	184	1174	https://atlas.ctglab.nl/traitDB/67	South Asian (Indian)	2020-01-03T00:00:00Z	Y	hg19. Trans-ethnic meta-analyses. Files 2-5 were splitted in order to have one file per ancestry
CD_Liu_26192919_5	237	0.592474277963547	PC6 (5e-02)	Liu	2015	26192919	CD	Crohn's Disease	IMD	342	151	493	https://atlas.ctglab.nl/traitDB/67	Central Asian (Iranian)	2020-01-03T00:00:00Z	Y	hg19. Trans-ethnic meta-analyses. Files 2-5 were splitted in order to have one file per ancestry
CEANUN_Sakaue_doi1011012020102320213652_1	1560	0.66229337165967	PC6 (7e-02)	Sakaue	2021	doi1011012020102320213652	CEANUN	Unruptured cerebral aneurysm	OTH	152022	91	152113	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.CA_Un.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
CEAN_Sakaue_doi1011012020102320213652_1	1560	0.343345728011694	PC3 (2e-02)	Sakaue	2021	doi1011012020102320213652	CEAN	Cerebral aneurysm	OTH	152022	3132	155154	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.CeAn.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
CEI_Tian_28928442_1	1661	0.161850266662656	PC2 (9e-02)	Tian	2017	28928442	CEI	Multiple childhood ear infections	INF	74874	46936	121810	-	European	2017-03-22T00:00:00Z	N	23andMe data
CEL_Dubois_20190752_1	1661	0.00140583155570731	PC5 (3e-05)	Dubois	2010	20190752	CEL	Celiac Disease	IMD	10750	4533	15283	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/DuboisPC_20190752_GCST000612/harmonised/20190752-GCST000612-EFO_0001060.h.tsv.gz	European	2019-10-09T00:00:00Z	Y	Harmonized
CEL_Trynka_22057235_1	233	1.09560407109903e-30	PC9 (8e-14)	Trynka	2011	22057235	CEL	Celiac Disease	IMD	12228	12041	24269	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/TrynkaG_22057235_GCST005523/harmonised/22057235-GCST005523-EFO_0001060.h.tsv.gz	Trans-ethnic (European + Indian)	2019-10-31T00:00:00Z	Y	Harmonized
CERC_Leo_28806749_1	953	0.954612376205774	PC10 (2e-01)	Leo	2017	28806749	CERC	Cervical cancer	CAN	6481	2866	9347	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2VBLLP	European	2019-10-21T00:00:00Z	Y	Several files available, this is (Cervical_Cancer_vs_CONTROL_SNPs.txt )
CERC_Sakaue_doi1011012020102320213652_1	1560	0.679494119486749	PC3 (7e-02)	Sakaue	2021	doi1011012020102320213652	CERC	Cervical cancer	CAN	60614	967	61581	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.CeC.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
